Label,Tweet
Pozitif,dün gece yorumlarının kısa özeti; yönetimdir futbolcudur geçer gider. biz fati̇h teri̇m’le kalırız
Pozitif,"hayatım tamam işte ben de onu diyorum zaten konuşarak anlaşamıyoruz evet, azcık da koklaşmayı deneyelim"
Pozitif,"tecavüzcü müebbet, işkenceci caydırıcı sürede hapis cezası almalı. bu dünyanın sahibi ne sensin ne benim. herkes haddini bilsin artık"
Pozitif,"canım ablam benim mübarek kadir gecenizi en i̇çten dileklerimle kutlar, ellerinden öperim, allahu tealadan sana, ailene ve sevdiklerinize esenlikler, dilerim bin aydan daha hayırlı olan bu mübarek gece de dualarımda olacaksın."
Negatif,ağlama kurban olduğum ne olur ağlama
Negatif,yarım saattir izliyorum bu adam ne yaptı da sarı gördü diye.öncesinde uyarı falanda almadı ananızı sikeyim sizin ben ya orospu çocukları
Negatif,o gün söylenen senin iddian gibi olsaydı biz ortalığı ayağa kaldırırdık bir defa derken kurum kapatmak ısrarı üzerine kurumda bir defa görülmüş anlamında söylenmiş bir söz idi milli eğitimde çalışan malesef sözde öğretmenlerin yaptığı ahlaksızlık içinde okullar mı kapansın
Negatif,arjantin’i tümüyle yok edelim bunlar hep sorun
Negatif,evet siz olmayınca sıkıcı oluyor
Negatif,şu halde olup mutlu olan insana rastlamadım
Negatif,ben bişi yapmadım bu sefer günün annesi yapmış :speak-no-evil_monkey::see-no-evil_monkey:
Negatif,yarın ve cumartesi müsaitim deli gibi sex istiyorum 190.90 full aktifim musait olan yazsin
Negatif,"başlıyacam şimdi hazırlık, dostluk maçına çıkın gelin.bu nedir abi ya lig başlamadan sakatlayacaklar"
Negatif,"kimseye bir şeyi anlatmaya çabalamıyorum, kimseyi kaybetmemek için ya da kazanmak için de uğraşmıyorum çünkü zaten herkes anlamak istediğini anlıyor, eğer bir şeyin olacağı varsa da su akıp bir şekilde yolunu buluyor"
Negatif,öyle bişey mi dedim ben sana! ben sana diyorum ki euronun 6 tl olduğu çok sevdiğim ülkemde yaşamaya çalışıyorum. ama sen ne anlıyorsun sizin orda algılara bişey mi iciriyorlar
Negatif,şu hayatta bana istediğini yap ama beni uyandırma
Negatif,orası boş olduğu için bu gece orda uyuycam aq
Negatif,gözlerini kapa derin derin nefes al ve onu düşünmemeye çalış
Negatif,galatasaray maçında penaltı verilmedi her fener maçında şenol güneş bordo mavi giyiniyor biz o yüzden şampiyon olamıyos bırak bu işleride bi git artık yaw
Negatif,takip eder misiniz gt yapıyoruz:Turkey:
Negatif,swarm kullananlardan hoşlanmıyorum ama sebebi ne bilmiyorum
Negatif,"dünyadaki eşitsizliğin, adaletsizliğin, savaşların ve vahşice yapılan katliamların sorumluları. bir tanesini örnek gösterebilir misiniz, dünyadaki kapitalist sistemin acımasızlığına karşı çıkan, insan haklarını ve özgürlükleri savunan birini? bunlara, prens hazretleri yakışır"
Negatif,günaydın diyemem çünkü halen uyuyorum
Negatif,kandırılmaya alışmış onca insanları toplayın uzundan kısaya doğru sol baş sabit dirsek temas aralığı hizaya girsinler hepsini teptik edeceğim
Pozitif,"mutsuzluğunun farkında olmayan kendini mutlu sanan insanları gördükçe ürperiyorum, fernando pessoa"
Pozitif,"dün tüm bölümlere tüm sahnelere tekrardan bir göz attım, her şey bir kenara gerçekten çok güzel bir dizimiz var, hileon için ne desem az kalacak onların o mükemmel aşkı hikayesi çok özleyeceğim."
Pozitif,canımm tel geldi üst üste çok özledimm senii çokk hediyemucizem
Pozitif,uyumak istemiyorum yine rüyamda seni göremiycem çünkü
Pozitif,doğru söylüyor bok yemişiz gibi tepki vermeyin eksiklerimizi giderin
Pozitif,eyt halkı seçime kadar hakkını alsa da almasa da bu iktidara oy vermez artık
Pozitif,futbol artık alt yapılarda kluplerle abileri amcaları büyükleri bağlantılı olan insanların yuvası olduğu için. milli takımda paraları olanlar var bu sistemle biz başarı beklemeniz zor yetenek olmayan insana ne kadar antrenman yüklesende sonuç böyle oluyor
Pozitif,artik umurumda olmaz kim bana ne demiş ne dememiş ne tur kafadaysam o kafada bir şey icerim tertemiz kendime gelirim allah belasını versin beni bu raddeye getirenlerin tertemizdim tertemiz
Pozitif,kankini yalnız bırakma koş peşinden çabuk otobüs kalkacak
Pozitif,ayy allah korusun galiba gizliden aşık oldum
Pozitif,"emin ol hala her il, ilçe, belde, bölgede rahat rahat kalırsın kardeşim milli görüş böyle bir şey"
Negatif,"hadi bir soruda ben sorayım eşinizle aynı yerde çalışmak ister misiniz, iyi düşünün sevgili yada flört değil eşiniz ile"
Negatif,"ahmet efendi peki bu alçakların sebep olduğu infazları ne yapacaz var mı mantıklı bir cevabınız yüzlerce insanın işkence edilmesine, yarı insan olmasına sebep olmuş. de hadi kemkum etmeden cevap ver"
Negatif,o saçlara istediğini sür işe yaramaz
Negatif,ne gereksiz şeylere takılıyorsunuz. amaç üzüm yemek değil bağcıyı dövmek
Negatif,onun bunun fotoğraflarını takip ediyorum
Negatif,merhaba arkadaşlar hoş geldin iz
Negatif,bi̇li̇yorum ama nolur devam et wğclwoxn
Negatif,ne kadar rahat bıraktın konuşsun istediği gibi
Negatif,günaydın diyemem çünkü halen uyuyorum
Negatif,“i̇nsanların büyük bölümü sağlıksız ve abartılı bir altrüizm yolunda hayatlarını ziyan etmekteler —hatta ziyan etmeye zorlanmaktalar.”
Negatif,"yüce rabbim, kullarına 'sağdan gidiniz' skilli mi ekleseydin acaba ya. benimki sadece fikir, yine sen bilirsin tabi"
Negatif,kaybolan çocuklar: rize valisi: 4 ve 5 yaşında olan çocuklar ormanlık alanda sağ olarak bulundular. sağlık durumları iyi. şükür
Negatif,uyanamadım ama yine de günaydın
Negatif,"çok bir şey istemiyorum şu hayatta; bir sevgili mesela, çalışabilir durumda bir beyini olsun kendini vazgeçilmez görmesin yeter"
Negatif,gönlünüzden hoşgörü yüzünüzden tebessüm hiç eksik olmasın kadir gecemiz mübarek olsun
Negatif,"altay, vedat, ferdi bu üç puanı size borçluyuz teşekkürler çocuklar"
Negatif,sevgilinin lütfunu gördüğünüz zaman sevmek kolaydır peki ya kahrını görünce de sevebilir misiniz
Negatif,"toplu sözleşme. yani, birilerinin kayırılması değil, herkese sağlanan bir imkan."
Negatif,i̇skendere alternatif olarak pideli köfte yemeyi tercih ederim o da kayhanda yeşilde yiyeceksin ve özellikle cuma günleri gideceksin çünkü bedava sınırsız süt helvası ikram ediyorlar harika
Negatif,ü?ürken gören arkada?n zaten rus hayran? putinin bu i?te parma?? var oyuna gelmeyelim
Pozitif,eveetty yeni daslarımız geldi hayırlı olun
Pozitif,chp de i̇stiklal marşı okunurken. sanki milli takımı dünya kupası finaline çıkmış gibi heyecanlandım
Pozitif,eyvallah mübarek ( emo_pos selam olsun vatanı ve lideri için gecesini gününe katıp mücadele eden 15 temmuz ruhlu milli ve cesur yüreklere
Pozitif,"beşiktaşta çita çok yükseldi. demba ba, gomez, abubakar dan sonra gelen forvetin en az onlar kadar performans göstermesi lazım. bu durum uzun bir süre gelen her forvetin üzerinde ciddi baskı yaratacaktır"
Negatif,ölürüm demek isterim lakin öldükten sonrası tehlike anne evladını bırakırken sen beni tekme tokat döversin cennete girmek için o yüzden birbirimizi kandırmayalım lütfen
Negatif,kanka kocaman karga(sahipsiz evcil değil) geldi durduk yere kafama kondu kayra kadar vardı boyutu
Negatif,ne çok sanatçımız ! varmış arkadaş. galiba hepsi 15 temmuz gecesi yurt dışında falandı. türkiyede olmadıkları için vatanlarını savunmak için çıkmadılar dışarı gezide çıktıkları gibi
Negatif,nasıl bir krem gözlerim yanıyor
Negatif,beelki biraz ani oldu ama takk etti canıma
Pozitif,nasıl özetlemişsiniz bu kadar az kelime ile çok şeyi. helal olsun boşuna gitmese de doğruya doğru.
Negatif,ya neden bu kadar çook seviyorum nedeen.
Negatif,"çaya siyanür katmışlar. kininizi son hafta oynayacağız trabzona saklayın , biz çok üzeriz sizi."
Negatif,"ben senin geniş zamanların olsaydım keşke. sabahların, iş çıkışların; yol yorgunluğun. eve dönüşlerin mesela… hiçbişeyin olamadım ya tūm sitemlerim ondan aslında."
Negatif,asıl sivri sinek öldürme seans ları kapansın kış geldi.
Negatif,bazen hızlı koşan da yavaş koşan gibi geç varır hedefe.
Negatif,siz ak tröller densiniz ne kadar provakatif bir şey varsa üstleniyorsunuz tak varken si̇z ki̇msi̇ni̇z.
Negatif,bu veda değil sana dönemiyor yüreğim.
Negatif,evcilleştirmek lazım o zaman seni.
Negatif,birisi eşinizin veya kızınızın resmini gizli gizli çekse buna razı gösterecekmisiniz bey.
Negatif,i̇yi şeyler birden bire olur bu kadar bekletmez insanı.
Negatif,ne olursa olsun türki̇ye cumhuri̇yeti̇ ni̇n bir kürt vatandaşı olmama rağmen 22 senedir chp :Turkey:inadına atam ve bu sene gönlümüzü fetheden mükemmel adam sayın ince.
Negatif,i̇lk kadın hükümdar tomris hatundur.
Negatif,düşmemem gereken bir beye düşmek üzereyim.
Negatif,adam her yarışta lastiklerde sıkıntı var diye diye şampiyon oluyo her sene pardon adam demişim.
Negatif,bütün çocukları öldürsenizde elbet bir musa sağ kalacak !
Negatif,seni bi ara cok seviyordum şimdi ne degişti sen
Negatif,"+selim’in bu planı bilmesi yeterince saçma değilmiş gibi, bir de bu planı yöneti̇yor? horzum son bölümlerde öyle çıkmaza girmiş ki, planlamadığı şeyler yapıyor. bu yüzden de yaptığı şeylerde hep bir kopukluk var, mantık hatası var. selim’in sena’ya böyle bir şey yapması imkansız.+"
Negatif,bır ayakkabı alamıyoruz bır ayakkabı 500 lıra dıyıyor cocuk şu mubarek gunde yalan ıftıra bı koltuk ıcın yazıklar olsun sıze fetonun cocukları
Negatif,i̇nsanlar zulmeder kader ise adalet a.hamidi yalnız bırakanlar bedelini ödedi reisede vefasızlık yapanlar misli ile öder olanlar olacakların tanığıdır
Negatif,aynen abi tek gayemiz fenerbahçe ve şahsi olarak değişim istiyorum ali koçu barcelona başkani önünü ilikleyip karşılıyorsa benim başkanım bu olmalı diyorum sanada saygılıyım ki hic polemige girip cevap vermem seviliyorsun
Negatif,"çoğalır mı yoksa olduğu yerde kalır mı? akılcılık olmaz, akılsızlık varlığını sürdürmeye mi devam eder"
Negatif,kendi derdim bana yetmiyormuşcasına gece gece la casa de papelde moskovanın öldüğü bölümü izledim gözyaşlarım ekranı görmemi engelliyor şu an
Negatif,yarin cikip ysk bin detse sasirmam zira son merci diyorlar gunah kecisi ysk olacak
Negatif,jhope! sen bi bu tarafa gelsene. bişey söylicem
Negatif,avarelik yapıp ders çalışmasanız ve okulunuzu bitirmezseniz amele olursunuz. eğer derslerinizi çalışıp üniversitenizi bitirirseniz kesin amele olursunuz
Negatif,ortalığın amına koymalık bir gün :waving_hand_medium-light_skin_tone:
Negatif,"i̇nsanlar hediyelerini koyucak boyutta hediye paketi bulamıyorlar, dertlere bakar mısınız"
Negatif,"biraz daha namuslu görünmek için bastırdığınız cinsel dürtülerinizi, zorla/kaba kuvvet kullanarak gidermekten hiç vazgeçemeyecek gibisiniz"
Negatif,kaldırıyorum be tamam uff cjsmndmfmgg
Negatif,şeref ekmek bulamazken şerefsiz bulur
Negatif,"kralsın dede bayram namazından sonra ilk beni arıyorsun. bayramda memlekette olamayışıma mı yanayım, dedemin beni arayışına mı"
Negatif,valla kötü be kardeş şu saatte balyoz sallıyorum 2 saat kaldı mesainin bitmesine ben bittim iş bitmedi
Negatif,yaptığınız hatayla değil yaptıktan sonraki duruşunuzla soğutuyosunuz insanları kendinizden
Negatif,"erzurum’a evinde 20’dan 22 yaptırıyon. değil ersun yanal, guardiola gelse ifla olmaz bunlar"
Negatif,"i̇kinci şansları sikeyim, insanlar asla değişmez. thomas shelby"
Negatif,canımı yakan bir kaç detay var ve ben halledemiyodum
Negatif,i̇nsanlar sizi eskisi gibi kullanamadıklarında değiştinizi söylerler
Negatif,"birader sen bana hep itici gelmiştin ama sen baya baya üniversitede kürtçü komünist gerzekleri tokatlayan kralmışsın. bu lavukların benzerleri üniversitede hasan şimşek ve fırat çakıroğlu’nu katletti. söylediğine göre zaten birisi de dağa çıkmış. rahat ol, daha çok sevildin"
Negatif,"""sen aşk diye yazılıp, eş diye okunansın """"bu dünya bize yetmez"""" dediğim, cennet ortağımsın"
Negatif,akıp giden zamanı izliyoruz yaşamak varken
Negatif,devam devam devam sonuna kadar ölümüne devam
Negatif,aşırı bi regl sancısıyla sınava giriyorum bismillah
Negatif,"bir başkasının aklını ve yüregini kolayca okuyamazsın, o yüzden onu yargılarken acele etme"
Negatif,kökenleriyle alakalı değil bence. çünkü afrikada açık giyinilir ama cinsel kimlikten ziyade doğal bir çıplaklık varıdır. oysa bunda teşhir var. tamamen abd popülizm kültürü bu
Negatif,yani haklısın ama ersuncaner uyumu zevkten 4 köşe ediyor umarım devre arası getirilebilir
Negatif,muhalefetin yalanları ile rte nin gerçekleri sarpışıyor rte ye bu kadar saldırı olması
Negatif,göremi̇yorum oruspu çocuğu kelebeği̇ göremi̇yorum bi̇n kere denedi̇m kafayi yi̇cem
Negatif,amerikayı vergiye baglayan tek devlet osmanlı i̇mparatorlugu dur
Negatif,"i̇stanbul’a döneyim, hemen spora devam edeceğim. tüm negatiflikleri üzerimden atıp hayata yeniden başlayacağım. söz kendime"
Negatif,fırat aydınus denen futbol katili babelin penaltısını verseydi 90+7 verseydi aykut’un dediği maç 32 biterdi diğer eyyamcı mete kalkavan’ kadıköy’deki maçta yine babelin golünü verseydi kimin hakettiği ortaya çıkardı o kupa size zehir zıkkım olur inşallah
Negatif,"yarım saat önce kutsal aya giriş yaptık, kutlu olsun"
Negatif,"uyku düzenim de bozuldu, hiç gerek yoktu böyle ekşınlara"
Negatif,dilek hanım belki anneniz sevgilinizi istemiyor olma ihtimali acaba işimi yok
Negatif,tövbee neyse sormadim ben soru
Negatif,tamam aq anladık ayda bir aynı tiviti atmanıza gerek yok
Negatif,yazık bize ya gencecik yaşımızda hasta ettiler hepimizi
Negatif,sana seni seviyorum diyemem çünki ya sende gidersen maga bee
Negatif,babacan ne durumda ak partinin devamı niteliğinde olursa yine sıkıntı bence ilerisi için ayrıca imamoğlu da benim gönlümdeki
Negatif,sadece tayyip bey yapıyorsa siz zaten gereksiz olduğunuzu kendi ağzınızla beyan etmişsiniz
Negatif,bronzlaşmak için çabalayan insanları anlamıyorum bronzlaştım diye sokağa bile çıkmak istemiyorum o derece dont like
Negatif,aynen adaşım bu hayatta her şey paraya bakıyor maalesef ki
Negatif,bu kızı kendi canından çok seviyormuş
Negatif,"""tesettür örtmek demektir, bol giyinmek demektir, edepli, hayâlı, iffetli olmak demektir."" (alıntı"
Negatif,"kim her gün dişini sıkıp ta enaz 1.5 saatini mutfakta yemek yapmakla geçirecek? olay tamamen usengeclikle alakali.hazırı varken kimse zahmete girismiyor.hersey bir yana encok fast foodla beslenen küçüklere üzülüyorum.çoğu obez adayi,şimdiden"
Negatif,seni benden daha fazla seven birini bulamazsın bulursan da onun anasını avradını
Negatif,mutsuz değilim ama halim kalmamış gibi
Negatif,bugün cumartesi ve ben sizi çok özledim
Negatif,keşke her kürt böyle medeni̇ kültürlü olsa heryerde her ortamda türkler i̇çi̇nde geçerli̇
Negatif,sağlık çalışanını korumak bir devletin görevidir.
Negatif,sevgilisi için arkadaşlarıyla arasını bozan serefsizdir
Negatif,"ben hiçbir şeyi unutmam, ben bana yapılanı affetmem ama seni, defalarca, hatta her defasında"
Negatif,takibi bırak memleketi nasıl yönetecek
Negatif,diyecek birşey bulamıyorum allah sonumuzu hayır etsin hayırlısı neyse öyle olsun
Negatif,"dolara gücü yetmeyenler muharrem i̇nce’ye, “projesi ne.” demez mi, gül, gül, gül"
Negatif,bana kafasında sarı şapka gibi bir şey olan taeyi atar mısınız? bu gün ki konserde ki hali yani
Negatif,kim bilirdi aşkının bedeli geceliği 300 olduğundan
Negatif,hırsız fiko 2 sene daha hareket bekleme operasyon çocuğu işini yaptı çekildi
Negatif,"saat 4 5 te banka kapanıyor ,krediyi alıp ankadan istanbula geçicem sabahına araba satışı yapıcaz. bunlara kalsak hepsi yatmıştı. allahtan başka bankadan 10 dakikda hallettik işimizi. çok büyük pişmanlık i"
Negatif,"bence olay o değil, dalga dalga büyüyen hdpkk lılara karşı evlatlarımızı verin diyen anaların isyanını ,gelen bir emirle bastırma gündem değiştirme algısıdır,ama korkunuz olacak ve bu millet hdpkk yı silecek :Turkey::Turkey:"
Negatif,dalgasına fnansal klelerle ilgili tweet atmıştım 30 dk içinde 20 kişi 5 senelik okul ücretimi karşılayacak şeyler yazmışlardı gram şaşırmadım cidden
Negatif,hava yağmurlu bütün maçlar iptall
Negatif,bence bizdeki tek sorun takım oyununu oynayamamak onu hallettigimizde gerçekten çok iyi takım olacagiz
Negatif,selçuk artık penaltı atamaz. kaçıracağına emindim. 2 metre fazla uzağa top atamaz
Negatif,ya bu aşırı doğru hepsi amcama benziyor
Negatif,edelim de en çok senin için edelim
Negatif,gazete ilanı verecek paramız yoktu bizde twitterda etkinlik yapalım dedik 2019 kpss öncesi 300 guy ilanı talep ediyoruz.
Negatif,"destekçileri, yetkileri arttırılmış cb’nın mısır’ın i̇stikrarı ve ekonomik gelişimi i̇çin elzem olduğunu söylüyorlar. bunun olmaması durumunda, müslüman kardeşler‘in geri gelebileceği tehdidinde bulunuyorlar"""" tam da böyle işte demokrasilerine sahip çıkamayan her ülkede olan"
Pozitif,güldüğüm zaman geliyosun aklıma birden benim için hiç gülmediğini fark ediyorum işte o hüzün her şeyi anlatıyor
Pozitif,tebrik ediyorum sizi ali bey keşke herkes memleketinin takımını tutsa
Negatif,birde erdoğan sanki bunu takıyor da. sorsan ismini bile bilmezdir
Negatif,bakıyorumda en çok satanlar listesinde yine dost bildiklerimiz var
Negatif,ahmet çakar değil fake mk o hesap ulen vedo ya
Negatif,sn bakanım sizin resmiyazi dediginiz nedir merak ediyorum kurum yöneticileri o yazıların hükmü yok diye bizim çalışma talebimizi reddediyor
Pozitif,başta olmak üzere tüm silah arkadaşları ve bu vatan uğruna fedakarlık yapan kahramanları minnetle yad ediyoruz
Pozitif,minik serçe bu sen misin
Negatif,big hit param yok aq param yok. arkadan çalacağim sana şi̇mdi̇ whiparam param param di̇ye. yeter artik
Negatif,"anayasa mahkemesi kapatılıp i̇stiklal mahkemeleri açılıp teröristler, katiller, sapıklar önce gebertilip daha sonra mahkeme ilamları cesetlerine iğnelensin"
Pozitif,kalbim gümbür gümbür sanki türkiyeye geleceğinizi açıkladınız bir fotoğrafla bu hale geldim
Pozitif,yaz bitmiş sayılmaz henüz yanına çömelmiş sevgi hakkında söyleşiyorum bodrum limon ile dolu sevgili
Pozitif,belli kitlelere hitap edenler konuştuklarına dikkat etmesi gerekir.toplum huzuru ahlakı diye bişey var
Pozitif,bugün bursaspor trabzonspor maçında nijerya milli takımı nwakaemeyi izleyecekmiş. milli takımda oynamayı deliler gibi arzulayan nwakaemeden bahsediyoruz. kral bugün en az 2 gol 1 asist yapar rahat olun maç bizde
Pozitif,acımasız olma şimdi bu kadar
Negatif,3 saat kaldı uyuyamıyorum feels geçirirken ölmem inşallah
Negatif,oda arkadaşım ailesiyle kürtçe konuşuyor umarım bana sövmüyordur
Negatif,yine ne istediğini bilmez vaziyetler içerisindeyim birisi çekip kurtarsın şu durumdan
Negatif,zaten pek fazla ihtimal kalmadı
Negatif,bunları anında itlaf etmek lazım. asla eğitilmezler
Negatif,gokhan bey bizdeki normal vatandaşın işi başından aşkın yani ya fabrikada yada bağda bahçede zamanı bol olan %5 kene gibi asalak seçkin elit takımı var bunu gören onlarda zaten bunu istiyorlar neden sesleri çıksın
Negatif,yaramaz çocuk gibiler gözünü ayırma ayarı yok ya la bunların
Negatif,kumbahçe mahallesi sakallı sokak da şebeke hattı patlamış. su boşa akıyor. ayrıca sokak çok pis ve çok ilgisiz! yeni yönetime duyurulur!
Pozitif,kalbim gümgüm atıyor. sana bir şey mi oldu diye kafayı yiyorum
Negatif,ne kadar çok olumlu düşünmek istesem de olumsuz olan daha çok şey çıkıyor
Pozitif,yolun ucunun nereye varacağını düşünmek beyhude bir çabadan ibarettir. sen sadece atacağın ilk adımı düşünmekle yükümlüsün. gerisi zaten kendiliğinden gelir
Negatif,sayın bakanım gida tarim ve hayvancilik bakanliginin 10.00 personel talebini hala onaylamamak yerli̇ üreti̇me büyük bi̇r i̇hanetti̇r. bu kara tablonun daha fazla parçasi olmamaniz ümi̇di̇yle…
Negatif,aramıza hoş geldin kuyu papağan
Negatif,şuan ki saç stilimle memlekete gitsem kesin vururlar beni hiç olmadı abim sakat bırakır sonra dükkana götürür keser
Negatif,küçük abd tamam da ama sonuçta i̇sraili korumak için kurulmuş bir üs onu demek istedim
Negatif,neden ? yoksa kaçırıldı mı?tehtit mi edildi? neden utanalım kibrini zaten yazıyordum şimdi ya beceriksiz ya da binali beyi o istemiyor nasıl istersen öyle düşün i̇stanbul il teşkilatı uzun zamandır bitik durumda
Pozitif,umut diye pavyon var orada yedi geçen hafta
Negatif,"asıl mesele seçim değil. o hallolur, tüm şüpheleri yok edecek şekilde yeniden yapılır ve biter mesele; ülkenin önünde gerçekten çok büyük sorunlar var, yakın gelecek çok şeylere gebe gibi"
Negatif,telefon aciyoruz ne ilgilenen ne sorunu çozen var alibaba mah 5018 sokak toz toprak kirsal köy yolu degil kim ilgilenecek kimin umurunda olacak bu sokak. baskanim bilginiz olsun birimler bi haber herseyden.kac kere beyaz masa yi aradik
Negatif,oyna devam dimi faul bile yokken ne sarısı
Negatif,böyle bir ihtimal olabilir mi ?
Pozitif,kafama koyduğumu yaptığıma göre normale dönmüşümdür.böyle olmaya devam edecem
Negatif,"kopek giren eve melek girmez derler; çin astrolojine göre köpek yılında doğanların koruyucu melekleri olmazmış, zaten kendilerini bizzat kendileri her turlu maddi olmayandan koruyabilecek marifetdeymis, bize kötü olarak anlatilanlar aslında kötü değil,sadece eksikligimizmiş"
Negatif,önce bütün oylari bi̇r saysadiydiniz. sonra geçersi̇zlere bakardiniz
Negatif,"tenekeyi parlatsan, hiç çeyrek altın, eder mi"
Negatif,eski sevgiliyle arkadaş olunmaz ne söylesen sevgiliyken ki olaylara bağlıyor
Pozitif,toplam goller üst (2.5) 1.62 her i̇ki takım da gol atar evet 1.55 çat çat çatt kazandi
Pozitif,yiğit hocam vak türk telekom sor diyor sorun varsa sor hocam
Negatif,"o beni̇m kardeşi̇m de bu beni̇m amcaoğlum mu derken semi̇h gülüp laf çaktirdin bi̇ri̇ne di̇yor, o bi̇le ne dedi̇ği̇ni̇ ki̇me dedi̇ği̇ni̇n farkinda ve si̇z bundan semaya deği̇l damlaya laf sokuyorsunuz,bayağ zeki̇ bi̇ri̇si̇si̇ni̇z ci̇dden"
Pozitif,keşke çirkin olsaydım o zaman şanslı olurdum
Pozitif,abidin handanın koltuğu ile ilgili şakasını gerçekten çok beğendim
Negatif,"hocaların sadece ders üzerine durduğu , dersi geçsin ahlak düsünce hicbiri önemli değil . alın size sadece ders örneği"
Pozitif,ne varsa captain marvel izledim aile arasında izledim görümce izliyorum şimdi bida zorla anabell mi ne izledim gıukugkubjk
Negatif,"sıklıkla yaşadığm içsel bir muhakeme birinci iç ses: farkındayım allahım, haketmediğimiz hal de senden çok şey istiyoruz. (mahcubiyet) i̇kinci iç ses: tamam da sadullah, ondan başka isteyecek rab’bin, ondan öte gidecek kapın mı var. (i̇nanç"
Negatif,telekom da ruyaniz kabus olacak
Negatif,"""diyanet i̇şleri başkanı: kuranın girmediği kalp, karanlık bir kalptir"""" bu nasıl bir açıklama?hristiyan ve musevi vatandaşların vergisi ile de çalışan bir kurumun başı olarak açıklamanız tam bir gaflet"
Negatif,ya sevgili dostlar duygular nasıl kontrol edilir var mı bir hack
Negatif,bugünkü kanunlar büyük sineklerin delip geçtiği küçüklerinde takılıp kaldığı bir örümcek ağı gibidir
Pozitif,fahiş fiyata yapilmiş olan önceki araç ihalelerinin yerine yapilacak uygun ihaledir o diyorum
Pozitif,"""anneler günüymüş! sağlığında kıymetini bilenlere mutlu olsun! """"annem"""" diye seslenemeyeceklere; allahtan sabırlar dilerim emo_neg rahmeti rahmana kavuşmuş başta sevgili annem olmak üzere hepsinin ruhu için el fatiha! elbet seven gönüller sevdikleriyle haşrolacak.elhamdülillah"
Negatif,"sözün kısası; yalı çocuğu kaybettiği maçı hazmedemiyor,nasrettin hocanın dediği gibi “göl maya tutarmı,ya tutarsa”"
Pozitif,hiç kuşku yok ki yaptığım en doğru şey; kendini vazgeçilmez sanan insanlardan uzaklaşmak oldu
